,link,name,cost_text,coordinates,rooms,external_information,desc,bedroom,bathroom,parking,weekly_rent,postcode,bond
59,https://www.domain.com.au/25-26-little-cardigan-street-carlton-vic-3053-15895702,25/26 Little Cardigan Street Carlton VIC 3053,"$2,000.00","[-37.8040783, 144.9654614]","[['3 Beds'], ['2 Baths'], ['3 Parking'], []]",Date Available: Available NowBond $8690Land area 18.1160928m²," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,3,2000.0,3053,8690.0
60,https://www.domain.com.au/163-victoria-parade-fitzroy-vic-3065-15870974,163 Victoria Parade Fitzroy VIC 3065,"$2,000.00","[-37.808286, 144.9804809]","[['7 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $8690," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",7,2,2,2000.0,3065,8690.0
61,https://www.domain.com.au/3803-483-swanston-street-melbourne-vic-3000-15680157,3803/483 Swanston Street Melbourne VIC 3000,"$2,000","[-37.8073886, 144.962087]","[['3 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $8000," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,0,2000.0,3000,8000.0
62,https://www.domain.com.au/12-786-esplanade-mornington-vic-3931-14113631,12/786 Esplanade Mornington VIC 3931,"$2,000 Per Week","[-38.2165108, 145.0357942]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $8690,"Effortlessly conquering the divide between classic and modern, 'Parkvue's' palette of warm wooden textures and cool white hues gives the interiors a character that is at once bold enough to achieve distinction and neutral enough to invite the personal flourishes of each individual occupant. 
This stunning three bedroom plus study resdidence is on three levels and is unique to Park Vue. Features",3,3,2,2000.0,3931,8690.0
63,https://www.domain.com.au/8-canadian-bay-road-mount-eliza-vic-3930-15933451,8 Canadian Bay Road Mount Eliza VIC 3930,$2000 per week,"[-38.1737559, 145.0814604]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $8690," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,2000.0,3930,8690.0
64,https://www.domain.com.au/rye-vic-3941-15680121,Rye VIC 3941,Contact for Price,"[-38.377, 144.838]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $5000,"To enquire, please email or call 1300 815 051 and enter code 6492",3,2,1,,3941,5000.0
65,https://www.domain.com.au/85-market-street-south-melbourne-vic-3205-14089206,85 Market Street South Melbourne VIC 3205,$2000.00 per week,"[-37.8302556, 144.9579151]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available Now,** PLEASE CONTACT AMY ON 1800 941 000 OR EMAIL AT admin@melbournecityapartments.com ** ** ALL BILLS INCLUDED ** ,2,2,1,2000.0,3205,
66,https://www.domain.com.au/1002-243-toorak-road-south-yarra-vic-3141-16056057,1002/243 Toorak Road South Yarra VIC 3141,$2000 Per Week,"[-37.8392541, 144.995015]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $12000,Darren McMullin,2,2,1,2000.0,3141,12000.0
67,https://www.domain.com.au/23a-bruce-street-toorak-vic-3142-16012345,23A Bruce Street Toorak VIC 3142,$2000 Per Week,"[-37.8368651, 145.0082406]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $12000,Evelyne Surja,3,3,2,2000.0,3142,12000.0
68,https://www.domain.com.au/5-brently-close-narre-warren-north-vic-3804-15484129,5 Brently Close Narre Warren North VIC 3804,$480,"[-37.9923682, 145.3012059]","[['4 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $2086," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,0,,3804,2086.0
69,https://www.domain.com.au/73-gardenvale-road-gardenvale-vic-3185-15971850,73 Gardenvale Road Gardenvale VIC 3185,$1950.00 per week,"[-37.8983488, 145.0093598]","[['6 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $9750,"Magnificent two level six bedroom executive family home in the premier suburb of Gardenvale, number seventy three offers a seamless blend of exquisite period features with first class contemporary design, finishes and conveniences as well as three living zones and an abundance of verdant outdoor living spaces.
Enter via a secure gate where manicured gardens warmly welcome you to the tessellated",6,3,2,1950.0,3185,9750.0
70,https://www.domain.com.au/52-sargood-street-hampton-vic-3188-16053158,52 Sargood Street Hampton VIC 3188,"$1,950 per week","[-37.9427326, 145.0114045]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $11700," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1950.0,3188,11700.0
71,https://www.domain.com.au/2301-1-almeida-crescent-south-yarra-vic-3141-14425729,2301/1 Almeida Crescent South Yarra VIC 3141,"$1,800 per week","[-37.8390089, 144.9954417]","[['3 Beds'], ['2 Baths'], ['3 Parking']]",Date Available: Available NowInternal area 132m²," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,3,1800.0,3141,
72,https://www.domain.com.au/1203-57-city-road-southbank-vic-3006-15631603,1203/57 City Road Southbank VIC 3006,"$1,950 per week","[-37.8220137, 144.9659363]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available Now," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,1,1950.0,3006,
73,https://www.domain.com.au/4-9-trawalla-avenue-toorak-vic-3142-16019262,4/9 Trawalla Avenue Toorak VIC 3142,$1950 Per Week,"[-37.8391787, 145.0134493]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $11700,Evelyne Surja,4,3,2,1950.0,3142,11700.0
74,https://www.domain.com.au/7-wagstaff-court-brighton-vic-3186-15967461,7 Wagstaff Court Brighton VIC 3186,$1900,"[-37.9040743, 144.9974369]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $8256," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,1900.0,3186,8256.0
75,https://www.domain.com.au/51-were-street-brighton-vic-3186-16051892,51 Were Street Brighton VIC 3186,"$1,900.00","[-37.9245941, 144.993133]","[['4 Beds'], ['2 Baths'], ['3 Parking']]","Available from Monday, 10th October 2022Bond $8255",Paul West,4,2,3,1900.0,3186,8255.0
76,https://www.domain.com.au/2-10-asling-street-brighton-vic-3186-16043580,2/10 Asling Street Brighton VIC 3186,"$1,900.00","[-37.9042083, 145.0021284]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $8256,Paul West,3,3,2,1900.0,3186,8256.0
77,https://www.domain.com.au/120-glen-huntly-road-elwood-vic-3184-16058926,120 Glen Huntly Road Elwood VIC 3184,"$1,900 weekly","[-37.8831984, 144.9894319]","[['4 Beds'], ['4 Baths'], ['2 Parking']]",Date Available: Available NowBond $11400,Jemma Dorkins,4,4,2,1900.0,3184,11400.0
78,https://www.domain.com.au/21-belair-avenue-glenroy-vic-3046-15904917,21 Belair Avenue Glenroy VIC 3046,"$1,900 per month","[-37.7042489, 144.9111431]","[['3 Beds'], ['1 Bath'], ['2 Parking'], []]",Date Available: Available NowBond $1900Land area 37.161216m²Internal area 929m²," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,1,2,1900.0,3046,1900.0
79,https://www.domain.com.au/22-ethel-street-malvern-vic-3144-16026921,22 Ethel Street Malvern VIC 3144,$1900.00 Per Week,"[-37.8475835, 145.0382487]","[['5 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $9500,"The design of this exceptional family home melds indoor spaces and outdoor style with memorable success in one of Malvern's most tightly held settings close to Menzies Reserve. Central formal living and dining areas, each accompanied by landscaped light courts, lead to a contemporary kitchen with a walk in pantry and beyond to a brilliant family living/dining domain overlooking decked expanses for",5,2,2,1900.0,3144,9500.0
80,https://www.domain.com.au/70-queens-road-pearcedale-vic-3912-16004210,70 Queens Road Pearcedale VIC 3912,$1900 per week,"[-38.2070033, 145.2290927]","[['4 Beds'], ['2 Baths'], ['4 Parking']]","Available from Monday, 10th October 2022",OBRIEN REAL ESTATE EXPRESS APPROVAL PROPERTY - This property is available for our express application process. You will need to simply inspect the property in the comfort of your home with our 3D Virtual Tour displayed in the advertisement. If you like what you see you can then apply for the property.,4,2,4,1900.0,3912,
81,https://www.domain.com.au/9-exon-street-brighton-vic-3186-16020106,9 Exon Street Brighton VIC 3186,"$1,890.00","[-37.9218363, 144.9971144]","[['4 Beds'], ['3 Baths'], ['4 Parking']]",Date Available: Available NowBond $12000,Michelle Murray,4,3,4,1890.0,3186,12000.0
82,https://www.domain.com.au/11-hansens-lane-balnarring-beach-vic-3926-16017546,11 Hansens Lane Balnarring Beach VIC 3926,$1995 Per Week,"[-38.3926971, 145.1241122]","[['4 Beds'], ['4 Baths'], ['2 Parking']]","Available from Friday, 2nd September 2022Bond $11970",Chelsey O’Brien,4,4,2,1995.0,3926,11970.0
83,https://www.domain.com.au/140-dendy-street-brighton-east-vic-3187-16006734,140 Dendy Street Brighton East VIC 3187,"$1,850.00","[-37.921372, 145.0083913]","[['5 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $11100,"Designed with precision and purpose over two far-reaching levels, offering unsurpassed luxury and extensive family accommodation is this five-bedroom home. ",5,3,2,1850.0,3187,11100.0
84,https://www.domain.com.au/5-alimar-court-brighton-vic-3186-15910332,5 Alimar Court Brighton VIC 3186,"$1,800.00","[-37.8967832, 144.9872371]","[['4 Beds'], ['2 Baths'], ['4 Parking']]",Date Available: Available NowBond $9500,"Prestigiously positioned on the Golden Mile this double storey family home is exclusively located in a cul de sac three doors from the Bay. The flexible floor plan offers numerous options and is ideal for family living.
Comprising: Open plan European kitchen and expansive light filled family/living area complete with built in cabinetry and working fire place. Large glass sliding door lead out to",4,2,4,1800.0,3186,9500.0
85,https://www.domain.com.au/19-moule-avenue-brighton-vic-3186-15981059,19 Moule Avenue Brighton VIC 3186,"$1,800.00","[-37.9052991, 144.9865485]","[['5 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $10800,"Privately set with the foreshore in site, this 1920s inspired family home delivers flexible living options set over two generous levels. ",5,2,2,1800.0,3186,10800.0
86,https://www.domain.com.au/1302-1-powlett-street-east-melbourne-vic-3002-15984037,1302/1 Powlett Street East Melbourne VIC 3002,"$1,800.00 Per Week","[-37.8161275, 144.984988]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $9000,"Occupying half of the top floor at One Powlett Street the gorgeous penthouse designed by prized architect Nonda Katsalidas provides luxurious living for those seeking a low maintenance lifestyle.
Soaring views across the south-east set backdrop to the spacious open planning living and dining area featuring well-appointed kitchen with ample storage and counter space.
The expansive master suite with",3,2,2,1800.0,3002,9000.0
87,https://www.domain.com.au/7-126-wellington-parade-east-melbourne-vic-3002-16061003,7/126 Wellington Parade East Melbourne VIC 3002,$1800 per week,"[-37.8162107, 144.9859245]","[['3 Beds'], ['2 Baths'], ['1 Parking']]","Available from Friday, 2nd September 2022Bond $10800",Jordan Palma,3,2,1,1800.0,3002,10800.0
88,https://www.domain.com.au/1901-368-st-kilda-road-melbourne-vic-3004-15987815,1901/368 St Kilda Road Melbourne VIC 3004,"$1,800 per week","[-37.8318086, 144.9710272]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $9000,**Call Coco for a private inspection - 0457 484 130**,3,2,2,1800.0,3004,9000.0
89,https://www.domain.com.au/1501-601-st-kilda-road-melbourne-vic-3004-14868412,1501/601 St Kilda Road Melbourne VIC 3004,Whole floor penthouse - $1800 Per Week,"[-37.8504751, 144.981546]","[['2 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $7822," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,2,1800.0,3004,7822.0
90,https://www.domain.com.au/904-201-collins-street-melbourne-vic-3000-16037951,904/201 Collins Street Melbourne VIC 3000,$1800 per week,"[-37.8154091, 144.9674094]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $7821,Elina Fry,2,2,1,1800.0,3000,7821.0
91,https://www.domain.com.au/112-harold-st-middle-park-vic-3206-16049514,112 Harold St Middle Park VIC 3206,1800 per week Fully Furnished,"[-37.851786, 144.9581506]","[['4 Beds'], ['3 Baths'], ['2 Parking']]","Available from Saturday, 1st October 2022Bond $7800Internal area 400m²",Fully Furnished ,4,3,2,1800.0,3206,7800.0
92,https://www.domain.com.au/24-dreadnought-street-sandringham-vic-3191-16037409,24 Dreadnought Street Sandringham VIC 3191,"$1,800 pw","[-37.9527473, 145.0172376]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $9000,Tanya Tanner,4,3,2,1800.0,3191,9000.0
93,https://www.domain.com.au/417-250-st-kilda-road-southbank-vic-3006-16052549,417/250 St Kilda Road Southbank VIC 3006,$1800 per week,"[-37.8255907, 144.9705826]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $7821,"A stunningly 3 bedroom apartment located on the 4th floor in the highly sought Garden Tower of the Melburnian, known for luxury apartments and facilities, is now available to call home. 
Offering spacious open plan living with a superb kitchen, completed by quality stainless steel appliances including built in fridge. Filled with natural light the spacious lounge/dining area features superb city",3,2,2,1800.0,3006,7821.0
